term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	~R	+I	-O	+U	+D	Mixin	"""LivingBeing"" is a broad category that encompasses all entities capable of biological processes. Analyzing its meta-properties: It is anti-rigid (~R) because something can start being a living being in one world and cease being one in another without being the same entity - a transition to non-living state can occur without losing identity. It carries identity (+I) as living beings have a basic metabolic and developmental process, providing an identity condition. However, it does not supply its own identity condition (-O) as the criteria for being a living being are shared across different entities. Living beings are intrinsic wholes with organic unity (+U) as they consist of integrated parts forming a complete organism. Living beings are dependent on external factors for their continued existence, such as food, water, and a suitable environment (+D)."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	+I	-O	~U	+D	Mixin	"""SocialEntity"" is an abstract entity representing any form of social construct, such as a group, organization, or community. It is non-rigid (-R) because a social entity can cease to exist or change in composition, identity, or purpose without losing its essential nature as a social entity. This property carries identity (+I) because social entities have distinct identity conditions, including membership, structure, and purpose. However, it does not supply its own identity condition but inherits it from its constitutive elements or definitions (-O). Social entities can be complex, composed of multiple individuals or parts, and their unity can be argued to be both intrinsic (as a cohesive group) and extrinsic (as a collection of individuals), thus leaning towards anti-unity (~U). The existence and identity of social entities heavily depend on the interactions and agreements among their members, which makes them dependent on other entities (+D)."	
Location	http://example.org/guarino-messy#Location	-R	+I	-O	-U	-D	Mixin	"""Location"" is a general concept representing a position or place in space. It is non-rigid (-R) because a location can be defined or redefined based on the context or criteria (e.g., geographical location, physical location, etc.). It carries identity (+I) as locations have distinct spatial coordinates and definitions. It supplies its own identity condition (-O) because locations are typically identified and distinguished based on their own characteristics, rather than inheriting from another property. Locations do not form intrinsic wholes (+U) - they can be mere points or boundaries without defining a complete entity. A location depends on the presence of spatial entities to exist (-D)."	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	-O	+U	-D	Sortal	"""Fruit"" is a property representing a biological classification of plants that grow from flowers and contain seeds. Being a fruit is not essential to all instances across all possible worlds - fruits can come in many forms, textures, and flavors, and an entity can be a fruit without being essential to its nature (non-rigid, -R). The property carries identity as it forms the basis for categorizing and distinguishing between various types of fruits (+I). It does not supply its own identity condition as its identity comes from being a particular type of plant (-O). Fruits are intrinsic wholes with clear physical boundaries (+U), such as a pineapple, a banana, or a strawberry. Fruits do not intrinsically depend on other entities to exist beyond their plant material (-D)."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal	"""Vertebrate"" is a biological classification that encompasses a diverse group of animals with backbones. It is rigid (+R) because being a vertebrate is essential to all instances across all possible worlds - animals cannot be vertebrates in one world and not in another. As a biological classification, ""Vertebrate"" has an inherent identity condition (+I) that distinguishes it from other animal groups. Vertebrates supply their own global identity condition based on the presence of a backbone (+O) - a characteristic that separates vertebrates from invertebrates. Vertebrates are intrinsic wholes with unity due to their integrated body plan, nervous system, and skeletal system (+U). However, vertebrates are generally independent (-D) and do not intrinsically depend on other entities to exist - they are organisms that grow and develop on their own."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	-R	+I	-O	+U	-D	Mixin	"""Caterpillar"" is a stage in the life cycle of certain insects, specifically those that undergo complete metamorphosis. This stage is temporary and transforms into another distinct stage (e.g., chrysalis or butterfly). Thus, being a caterpillar is not essential to all instances across all possible worlds - it is non-rigid (-R). As a temporary life stage, it carries an identity inherited from the broader category of insect life stages (+I). The property does not supply its own identity condition - the identity comes from being an insect life stage, not from being specifically a caterpillar (-O). Caterpillars are part of an intrinsic whole (the insect organism), but in a specific role or phase, suggesting they have some level of unity within that role (+U). However, their existence is directly dependent on the overall organism and its lifecycle stages (-D)."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"""Person"" is a natural kind representing human beings. It is rigid (+R) because something that is a person is essentially a person in all possible worlds where it exists - a person cannot cease being a person and remain the same entity. It carries identity (+I) as people have clear identity conditions based on genetic, biological, and personal characteristics. It supplies its own identity condition (+O) as being a person provides the criteria for distinguishing one person from another. Individuals are intrinsic wholes with a unified body, mind, and existence (+U). People are independent (-D) as they do not intrinsically depend on other entities to exist - they are substances in themselves."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	-I	-O	-U	-D	Role	"""LegalAgent"" represents a role in the legal domain, typically associated with entities like individuals, companies, or governments. As a role, it is not essential to all instances across all possible worlds - a legal agent can exist in different contexts or scenarios, thus the rigidity is anti-rigid (~R). This role carries identity (~I) because it specifies a particular kind of entity participating in legal interactions. However, it does not supply its own identity condition (-O) as the identity is inherently tied to the entity itself, not the role. Legal agents do not form intrinsic wholes (+U) in a physical sense but can be considered as entities that act together or represent others. Legal agents are independent entities (-D) that can exist and act without being dependent on other entities for their existence."	
Entity	http://example.org/guarino-messy#Entity	~R	+I	-O	+U	-D	Mixin	"""Entity"" is a fundamental concept in ontology representing any individual thing that exists or is thought to exist. As an abstract concept, it does not have inherent properties or constraints on its instances across possible worlds, making it anti-rigid (~R). The concept carries identity because it specifies the mereological sum of all properties (identity condition, +I). However, it does not supply its own identity condition but relies on its description and context for identity definition (-O). Entities can be considered intrinsic wholes if they have clear boundaries and properties that define them (+U). Entities do not inherently depend on other entities for existence, as they are abstract representations of any individual thing (-D). This classification suggests that ""Entity"" can be categorized as a mixin, as it is a general concept that can encompass many specific entities."	
Organization	http://example.org/guarino-messy#Organization	-R	+I	-O	+U	-D	Mixin	"""Organization"" represents a structured entity composed of individuals, roles, or other organizations that work together to achieve specific goals or objectives. It does not inherently imply rigidity as the same organization can change its mission, members, or structure. This makes it non-rigid (-R). An organization carries identity (+I) as its defining characteristics, such as purpose, structure, and governance, distinguish it from other organizations. However, it does not supply its own identity condition; instead, its identity is derived from its legal and administrative status (-O). Organizations can be viewed as intrinsic wholes with defined boundaries (+U), but their unity can also be seen as an aggregate of individual roles or departments. Lastly, an organization can be seen as having dependence (-D) on its members, management, or external resources to function."	
Agent	http://example.org/guarino-messy#Agent	+R	+I	-O	-U	+D	Role	"""Agent"" represents an entity capable of performing intentional actions. It is rigid (+R) because an agent is essentially an agent across all possible worlds - a being can cease to be capable of intentional action and not remain the same entity. It carries identity (+I) as agents have clear identity conditions based on their existence, intentionality, and ability to act. However, it does not supply its own identity condition - agency is often determined by relationships or roles within social contexts (-O). Instances of agents are not intrinsic wholes - agents are often composed of complex systems and do not form unified physical entities (-U). Agents inherently depend on their own mental states and environments to function (+D)."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal	"""Apple"" is a natural kind representing a type of fruit. It is rigid (+R) because something that is an apple is essentially an apple in all possible worlds - an apple cannot cease being an apple and remain the same entity. It carries and supplies its own identity condition based on biological/genetic criteria (+I and +O). Apples are intrinsic wholes with clear physical boundaries and biological unity (+U). Apples do not intrinsically depend on other entities to exist - they are substances in themselves (-D)."	
