term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal	"The term ""LivingBeing"" refers to organisms that exhibit the fundamental characteristics of life, such as metabolism, growth, reproduction, and response to stimuli. Considering the meta-properties: Rigidity - A living being cannot cease to be a living being without ceasing to exist, implying that being a living being is essential to its instances (+R). Identity - Living beings have inherent principles for identifying and distinguishing one instance from another across time and possible worlds, based on their biological continuity and organization (+I). Own Identity - The concept of ""LivingBeing"" supplies its own unique identity condition, rooted in the biological and physiological characteristics that define life, making it (+O). Unity - Living beings are integrated wholes with functional parts working together to maintain life, indicating they are (+U). Dependence - While living beings may interact with their environment and other organisms, their existence as individuals does not intrinsically depend on other specific entities, suggesting they are (-D)."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	~R	+I	-O	+U	+D	Role	"""SocialEntity"" refers to entities that exist due to social interactions, agreements, or constructs, such as organizations, companies, or institutions. This term is not rigid (~R) because something can be considered a social entity in one context but not in another, depending on the social agreements or norms in place. For example, a group of people can form a social entity like a club, but if the members disband, the social entity ceases to exist in that form. Identity (+I) is carried because social entities have criteria for being identified, such as legal recognition, membership, or purpose, which distinguish one social entity from another. However, they do not supply their own identity conditions independently of the individuals or structures they are based on (-O), as their identity is derived from the social contracts, rules, and recognition by participants. Social entities can be considered as having a form of unity (+U) in the sense that they are recognized and function as cohesive wholes within a social context. Dependence (+D) is relevant because social entities inherently depend on the existence and participation of individuals or other entities to maintain their existence and function."	
Location	http://example.org/guarino-messy#Location	-R	+I	-O	-U	+D	Mixin/Relative	"""Location"" refers to a point or area in space where something exists or can be found. Considering its nature, a location does not have inherent properties that would make it cease to exist if those properties were lost, as locations themselves do not change in the way objects do; however, the concept of a location is somewhat abstract and can be considered non-rigid (-R) because what constitutes a specific location can change over time due to shifts in geographical features or human-defined boundaries. Locations do not carry inherent identity conditions; their identity is often defined relative to other objects or features (+I, but in a derived sense, as it inherits identity from the objects or structures it relates to). Locations do not supply their own unique identity conditions (-O), as their existence and definition depend on the presence of other entities. The concept of a location can encompass both unified and non-unified areas, but in a general sense, locations are not inherently unified or non-unified wholes (-U), as their boundaries can be ambiguous or defined in various ways. Locations can exist independently of specific entities but are often defined by the presence or relation to those entities, making them somewhat dependent (+D) on the context in which they are considered."	
Fruit	http://example.org/guarino-messy#Fruit	~R	+I	-O	+U	+D	Sortal (with characteristics of a Natural Kind, but also has a dependent aspect)	"The term ""Fruit"" refers to the sweet and fleshy parts of plants that grow from flowers and contain seeds. It is a natural kind that encompasses various types of fruits, each with its own characteristics. Rigidity: Being a fruit is not essential to the existence of the plant or the object itself; it's a phase or role that certain parts of plants play at certain times (~R). Identity: Fruits, as a category, carry identity conditions in the sense that they are distinguished from other plant parts like leaves or stems, but this identity is derived from the sortals of the specific fruits (e.g., apple, banana) (+I). However, ""Fruit"" itself does not supply its own unique identity condition beyond what its instances (specific fruits) provide (-O). Unity: Fruits are typically considered as individual, bounded entities (+U). Dependence: While fruits are part of plants, the concept of ""Fruit"" itself is dependent on the existence of those plants for its instances to exist (+D)."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Sortal (Natural Kind)	"""Vertebrate"" refers to animals with backbones, a fundamental characteristic that distinguishes them biologically. This property is essential to the nature of these organisms; an organism cannot lose its vertebrate characteristic and still be considered the same type of organism, indicating rigidity (+R). Vertebrates, as a category, carry identity conditions based on their biological characteristics and evolutionary history (+I). However, the identity condition is supplied by the broader concept of ""Animal"" or more specific sortals like ""Mammal"" or ""Bird,"" rather than ""Vertebrate"" introducing a new, unique identity criterion (-O). Vertebrates are intrinsic wholes with functional integration of their parts (+U). They can exist independently as organisms without depending on other specific entities for their existence (-D)."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Phase or Role	"""Caterpillar"" is a stage in the life cycle of a butterfly or moth, indicating a specific developmental phase. An entity that is a caterpillar will inevitably change into a pupa and then into an adult butterfly or moth, meaning it cannot remain a caterpillar and still exist as the same entity in the long term. However, during the time it is a caterpillar, this stage is essential to its current form, but it's not a permanent or essential characteristic of the organism throughout its entire life cycle. This makes ""Caterpillar"" anti-rigid (~R) because it represents a temporary phase. It carries identity conditions inherited from the sortal ""Organism"" or more specifically ""Butterfly/Moth"" (+I), but it does not supply its own unique identity condition beyond what's inherited (-O). A caterpillar is an intrinsic whole with functional parts (+U), and while it is dependent on its environment for survival, it does not intrinsically depend on other specific entities to exist as a caterpillar (-D)."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"""Person"" refers to a human being, characterized by their biological, psychological, and social continuity. The property of being a person is essential to the entity - once a person, always a person, even if they undergo significant changes throughout their life. This makes ""Person"" rigid (+R). It carries identity conditions based on psychological and biological continuity, allowing for the tracking of individuals over time and across possible worlds (+I). Moreover, ""Person"" supplies its own unique identity condition, distinct from other sortals, based on the continuity of consciousness, memories, and biological processes (+O). A person is a unified whole, with their parts and aspects integrating into a single, coherent individual (+U). Finally, persons can exist independently, without being inherently dependent on other entities for their existence (-D)."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	+U	+D	Role	"""LegalAgent"" refers to an entity that has the capacity to act in a legal context, such as entering into contracts, owning property, or suing and being sued. This status is not essential to the entity's existence; for example, a person is a person regardless of their legal status, and a company can exist without being a legal agent if it hasn't been formally registered. Thus, being a legal agent is not rigid (+R doesn't apply), but rather it's a role or status that can be acquired or lost (~R, Anti-Rigid). The concept of a legal agent does carry identity conditions because it refers to specific, identifiable entities in the legal system (+I). However, it does not supply its own unique identity condition but rather inherits it from the sortals of the entities that can be legal agents (e.g., Person, Organization) (-O). Legal agents are considered unified in the sense that they act as single entities in legal contexts (+U). Dependence: To be a legal agent, an entity must be recognized as such by a legal system or other entities, indicating that being a legal agent depends on this external recognition (+D)."	
Entity	http://example.org/guarino-messy#Entity	+R	+I	+O	-U	-D	Sortal (in a very general sense, as it is the most basic categorization of existence)	"The term ""Entity"" is a highly general concept that encompasses any thing that exists, whether concrete or abstract. Given its broad scope, determining its meta-properties requires careful consideration. Rigidity: An entity, by definition, cannot cease being an entity without ceasing to exist, suggesting +R (Rigid). However, the concept of ""Entity"" itself is so general that it's challenging to argue for essential properties beyond existence, making a case for -R (Non-Rigid) as well. But considering the essence of being an entity, it leans towards +R. Identity: Entities, in the broadest sense, carry identity conditions, as each entity is distinct from others (+I). Own Identity: The concept of ""Entity"" supplies its own very basic identity condition, simply by being existent (+O), but this is a foundational and minimal form of identity. Unity: Entities can be either unified wholes or not, depending on what kind of entity is being considered, which suggests -U (Non-Unifying) as it encompasses a wide range of types. Dependence: Similarly, entities can be either dependent or independent, making -D (Independent) a reasonable choice, as the concept includes both dependent and independent entities."	
Organization	http://example.org/guarino-messy#Organization	-R	+I	-O	+U	+D	Sortal (Social Kind)	"""Organization"" refers to a structured entity with a collective purpose, comprising multiple individuals or units. The essence of an organization lies in its function, structure, and the relationships among its members, rather than in any specific individual. This makes the property of being an organization somewhat flexible, as an organization can change its members, structure, or even purpose without necessarily ceasing to be the same organization. However, there is a limit to how much an organization can change and still be considered the same, suggesting a degree of rigidity. Considering the variability and the potential for significant change, it might lean towards -R (Non-Rigid), as it's not entirely rigid but also not anti-rigid, given that some continuity in identity or purpose is required for it to remain the same organization. Organizations carry identity conditions; they have names, founding dates, and specific goals that distinguish them from other organizations (+I). However, they typically do not supply their own unique identity conditions independent of their members or founding principles (-O). The unity of an organization comes from its integrated structure and common purpose (+U). Dependence is a bit nuanced; while an organization depends on its members for existence, it also has a degree of autonomy once established. Nonetheless, the existence of an organization is fundamentally tied to the collective activity and agreement of its members, suggesting +D (Dependent)."	
Agent	http://example.org/guarino-messy#Agent	~R	+I	-O	+U	+D	Role	"""Agent"" refers to an entity capable of action, decision-making, and intention. This concept is role-like because being an agent is not essential to the entity itself; an entity can be an agent in one context and not in another. For example, a person can act as an agent in a business transaction but not in a situation where they lack decision-making capacity. This makes ""Agent"" anti-rigid (~R). Agents carry identity conditions because they must be identifiable as entities with agency, but this identity is typically inherited from the sortal type of the entity (e.g., Person, Organization) rather than ""Agent"" itself, suggesting -O (does not supply its own identity condition). However, since ""Agent"" does imply a form of self-contained unity in terms of decision-making and action (+U), and it does depend on the existence of entities capable of agency (+D), it aligns more closely with roles."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Apple"" refers to a specific type of fruit-bearing tree or its fruit, characterized by certain biological properties. The essence of being an apple is intrinsic to its biological identity, meaning that an apple cannot cease to be an apple and still exist as the same entity, indicating rigidity (+R). Apples have clear identity conditions based on their biological characteristics and development, allowing for tracking of individual apples across time (+I). Furthermore, ""Apple"" supplies its own identity condition rooted in its biological nature, distinct from other types of fruits or plants (+O). An apple is a unified, self-contained entity with functional parts (+U). Lastly, an apple, as a species or an individual, can exist independently without depending on other specific entities for its existence (-D)."	
