term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""LivingBeing"" refers to any organism that exhibits the characteristics of life (metabolism, growth, reproduction, etc.). This is a fundamental biological category. Rigidity: Something is essentially a living being - if an entity is a living being, it cannot cease to be one without ceasing to exist (death = non-existence as that entity), making it +R (Rigid). Identity: Living beings carry identity conditions - they maintain continuity through biological processes and have clear criteria for individuation and persistence (+I). Own Identity: ""LivingBeing"" supplies its own identity condition based on biological organization and life processes (+O). Unity: Living beings are intrinsic wholes with functional integration of their parts, making them +U (Unifying). Dependence: Living beings can exist independently as self-sufficient organisms without intrinsically depending on other specific entities (-D)."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	~R	+I	-O	+U	-D	Mixin	"""SocialEntity"" refers to a complex entity that exhibits social organization, interaction, and relationships with other entities. This concept encompasses various forms of collective entities, such as groups, organizations, and societies. As a sortal-based concept, it inherits identity from the more fundamental sortal ""Entity"" (+I), but does not supply its own identity condition beyond what ""Entity"" provides (-O). Social entities are not rigid, as they can change over time and may not maintain their social structure or membership (-R). They are intrinsic wholes with clear boundaries and a sense of unity (+U), but they can exist independently without intrinsic dependence on other specific entities (-D). This makes ""SocialEntity"" a mix of sortal and phase-like properties."	
Location	http://example.org/guarino-messy#Location	~R	+I	-O	+U	-D	Mixin	"""Location"" refers to a spatial or geographical position within a particular space or environment. It is a fundamental concept in geography, physics, and other fields. Rigidity: Location is not essential to its instances - a location can change (e.g., a person moving to a new city) or be relative (e.g., a location on a map). Identity: Locations carry identity conditions - they have clear criteria for individuation and persistence, such as specific coordinates or addresses (+I). Own Identity: Location does not supply its own identity condition, as it is a relational concept that depends on the existence of other entities (e.g., a city, a building, or a map) (-O). Locations are not intrinsic wholes, but rather abstract concepts that can be described in terms of their spatial relationships (+U). Locations can exist independently without intrinsic dependence on other entities (-D)."	
Fruit	http://example.org/guarino-messy#Fruit	~R	+I	-O	+U	-D	Sortal (Natural Kind)	"""Fruit"" is a sortal-based concept that categorizes entities based on their shared characteristics, such as being edible, growing on trees, and having a specific structure. It is a fundamental category in everyday language and has clear boundaries. As a sortal, it carries identity inherited from its parent sortal ""Thing"" (+I), but does not supply its own identity condition beyond what ""Thing"" provides (-O). Fruits are intrinsic wholes with clear boundaries (+U), and they can exist independently without intrinsic dependence on other entities (-D)."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Vertebrate"" refers to a biological category characterized by the presence of a backbone or spinal column. This is a fundamental biological category. Rigidity: Vertebrates are essentially vertebrates - if an entity is a vertebrate, it must have a backbone, making it +R (Rigid). Identity: Vertebrates carry identity conditions - they maintain continuity through developmental and morphological processes, and have clear criteria for individuation and persistence (+I). Own Identity: ""Vertebrate"" supplies its own identity condition based on the presence of a backbone (+O). Vertebrates are intrinsic wholes with clear boundaries and functional integration of their parts (+U). They can exist independently as self-sufficient organisms without intrinsically depending on other specific entities (-D)."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	~U	+D	Phase	"""Caterpillar"" is a stage in the life cycle of an insect, specifically a larval stage that precedes the adult form. It is a phase-like property that combines the sortal ""Insect"" with the contingent property of being in a specific developmental stage. The caterpillar's identity is tied to its biological development and its relationship to the adult insect (+I). However, the caterpillar does not supply its own identity condition, as its identity is inherited from the adult insect (-O). Caterpillars are not unified wholes, but rather a collection of cells and tissues undergoing metamorphosis (+D). They are not rigid entities, as they can change form and structure as they develop into a butterfly (-R). Caterpillars are not independent entities, but rather a dependent stage in the life cycle of an insect (-D)."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Person"" is a fundamental sortal that refers to a specific type of entity with inherent characteristics, such as consciousness, rationality, and biological organization. As a sortal, it carries identity conditions, making it +I (Identifying). However, it does not supply its own identity condition, inheriting it from its more general category, ""LivingBeing"" (+O). Persons are unified wholes with clear boundaries and a coherent structure (+U), and they can exist independently without intrinsic dependence on other entities (-D). The property of being a person is rigid, as it is essential to the entity's identity (-R)."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	-I	+O	+U	+D	Role	"""LegalAgent"" refers to a being that has the capacity to act in a legally recognized manner, such as a person, corporation, or organization. This concept is based on the idea of agency and the ability to perform actions that have legal consequences. As a role-based concept, it does not have essential properties that define its identity (+I), but rather inherits its identity from the broader category of ""Agent"" or ""Entity"" that it is a subset of (-I). LegalAgents supply their own identity condition based on their capacity for legal action (+O), and they form integrated wholes with clear boundaries and roles (+U). They can exist independently as autonomous entities (-D)."	
Entity	http://example.org/guarino-messy#Entity	~R	+I	-O	+U	-D	Mixin	"The term ""Entity"" is a broad, abstract concept that encompasses any being or thing that exists, regardless of its nature or characteristics. It is a fundamental concept in philosophy, ontology, and various fields of study. As a general term, ""Entity"" does not have essential properties that define its instances, making it non-rigid (~R). However, entities can be classified into different categories based on their properties and characteristics, and ""Entity"" itself carries identity conditions as a sortal (+I), inheriting its identity from its role as a categorizing concept. Since ""Entity"" does not supply its own identity condition, it is not an own-identity provider (-O). Entities can be considered as intrinsic wholes, with clear boundaries and a sense of unity (+U), but they do not necessarily depend on other entities to exist (-D). As a general term, ""Entity"" is not classified as a specific sortal, role, mixin, quality, or collective, but rather as a fundamental concept that serves as a category for various entities."	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Role	"""Organization"" refers to a structured system of entities that work together to achieve a common goal or function. This concept is often used in various domains, such as business, social, or biological systems. Rigidity: An organization can exist and function without its constituent parts, but its identity and unity are tied to the relationships and roles of its members (+R). Identity: Organizations carry identity conditions - they maintain a distinct identity through their structure, purpose, and continuity (+I). Own Identity: Organizations supply their own identity condition based on their organizational structure, mission, and goals (+O). Unity: Organizations are intrinsic wholes with clear boundaries and a cohesive structure (+U), but they can also be composed of diverse elements that are not necessarily unified (+U). Dependence: Organizations often rely on other entities, such as resources, people, or technology, to function (-D)."	
Agent	http://example.org/guarino-messy#Agent	~R	+I	-O	+U	-D	Sortal (Natural Kind)	"The term ""Agent"" refers to a being that acts, makes decisions, and has the capacity for action. It is a fundamental concept in philosophy, encompassing various entities that exhibit intentional behavior. As a sortal-based concept, ""Agent"" carries identity inherited from the more general sortal ""Entity"" (+I), but does not supply its own identity condition beyond what ""Entity"" provides (-O). Agents are intrinsic wholes with clear boundaries (+U), as they have a distinct existence and can be distinguished from other entities. However, agents do not necessarily depend on other entities to exist (-D), as they can act independently. This makes ""Agent"" a sortal category."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Apple"" is a fundamental sortal, a basic category of entities that share common characteristics and properties. It is a rigid sortal, meaning that an apple is an apple regardless of its properties or attributes (+R). As a sortal, it carries identity conditions, making it a fundamental criterion for individuating and persisting as an apple (+I). Since ""Apple"" supplies its own identity condition, it is +O. Apples are unified entities, with a clear and cohesive identity (+U). They can exist independently without depending on other entities (-D)."	
