term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	"~R (Anti-Rigid)
The property of being a LivingBeing is not essential to all instances, as some entities may not possess all the characteristics of living beings (e.g., plants, inanimate objects). However, the property is essential to some instances, such as animals and humans."	"~I
The property of being a LivingBeing does not carry an identity condition that distinguishes one instance from another, as it is a category that encompasses a range of entities with varying characteristics."	"~O
The property of being a LivingBeing does not supply its own unique identity condition, as it is a category that is defined by a set of shared properties rather than a unique identifier."	"~U (Anti-Unity)
The property of being a LivingBeing does not describe mereological wholeness, as living beings can be composed of multiple cells, organs, and systems that work together to maintain their overall function."	"~D
The property of being a LivingBeing does not imply existential dependence on something else, as living beings can sustain themselves through various means, such as photosynthesis or consuming other organisms."	"Sortal
The entity ""LivingBeing"" is classified as a Sortal, as it is a category that defines a set of entities based on a common characteristic."	"The entity ""LivingBeing"" is classified as a Sortal, as it is a category that defines a set of entities based on a common characteristic (being alive). This classification is justified by the fact that LivingBeing is a term used to describe a specific type of entity that possesses certain essential properties, such as the ability to grow, reproduce, and respond to stimuli."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	~R	-I	+O	+U	+D	Sortal	"The entity ""SocialEntity"" is a complex concept that encompasses various aspects of human interaction and organization. It is characterized by its ability to form groups, exhibit social behaviors, and interact with other entities. This multifaceted nature suggests that SocialEntity is not rigidly defined, as its properties can vary across different contexts and cultures. Furthermore, SocialEntity does not carry an inherent identity condition, as its identity is often determined by external factors such as social norms and conventions. However, it supplies its own unique identity condition through its social roles and relationships. SocialEntity can be considered an unifying concept, as it is often composed of individuals with shared characteristics and goals. Lastly, SocialEntity is dependent on the social context in which it exists, as its existence and behavior are shaped by the interactions and relationships with other entities."	
Location	http://example.org/guarino-messy#Location	"~R (Anti-Rigid)
The concept of Location is not essential to all instances of Location. For example, a location can change over time, and different people may have different perceptions of the same location. Additionally, the concept of Location can be applied to abstract spaces, such as a mental or virtual location, which may not be bound by physical constraints."	"-I
The concept of Location does not carry an identity condition that distinguishes one instance from another. Two locations can be the same, and two different locations can be the same in different contexts. The concept of Location is more about the spatial relationship between objects or entities rather than their individual identity."	"-O
The concept of Location does not supply its own unique identity condition. Instead, it inherits its identity from other concepts, such as the concept of space or the concept of place. Location is not a property that can be defined independently of other properties."	"~U (Anti-Unity)
The concept of Location does not describe mereological wholeness. Locations can be composed of multiple parts, and they can be fragmented or divided. The concept of Location does not imply a unified whole."	"+D (Dependent)
The concept of Location is existentially dependent on other concepts, such as the concept of space or the concept of time. Locations are not independent entities but are defined by their relationships to other entities or spaces."	"Sortal
The concept of Location is a sortal, a category of entities that are defined by their spatial properties. Sortals are used to classify entities based on their essential characteristics, and Location is one such sortal."	"The term ""Location"" is a spatial concept that refers to a place or position in space. It is a fundamental concept in various fields, including geography, physics, and philosophy. Location is often understood as a property that can be attributed to objects or entities, such as a person, an object, or a place. The reasoning behind this classification is that Location is a sortal, a category of entities that are defined by their spatial properties."	
Fruit	http://example.org/guarino-messy#Fruit	~R	-I	-O	-U	-D	Sortal	"The term ""Fruit"" is a natural kind term, which implies that it has a clear and essential identity condition. However, it does not carry an identity condition itself, as it is a category that encompasses various types of entities. Therefore, the property of being a Fruit does not supply its own identity condition, and it is not rigid, as different fruits can have varying characteristics. The term ""Fruit"" is a sortal, as it categorizes entities based on their intrinsic properties."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	~R	-I	-O	+U	+D	Sortal	"The term ""Vertebrate"" refers to a group of animals characterized by the presence of a backbone or spinal column. This classification is based on the essential necessity of the property of having a backbone across all instances of vertebrates. Vertebrates are a unified group with a common identity condition, as they all share the characteristic of having a backbone. However, the presence of a backbone is not essential to all vertebrates, as some extinct species may have lost this characteristic. Therefore, the property of being a vertebrate is not rigid. Additionally, vertebrates do not supply their own identity condition, as their identity is determined by the presence of a backbone. They are intrinsic wholes with unity criteria, as they are all composed of a single, unified body. Vertebrates are dependent on their backbone for their existence, as they rely on it for structural support and mobility. Finally, vertebrates are classified as a sortal, as they are a distinct category of living organisms."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	-I	-O	~U	-D	Stage in the life cycle of a Butterfly	"The term ""Caterpillar"" is a stage in the life cycle of a Butterfly, and it is characterized by its physical appearance and behavior, which are essential to its identity as a Caterpillar. However, Caterpillars can transform into different species of Butterflies, indicating that their rigidity is not absolute. Furthermore, Caterpillars do not carry an identity condition that distinguishes them from other Caterpillars, as they are not unique entities. Instead, they are part of a larger category of insects. Caterpillars do not supply their own identity condition, as their identity is determined by their transformation into a Butterfly. Caterpillars are not intrinsic wholes with unity criteria, as they are composed of multiple segments and do not have a unified structure. They are not independent entities, as they rely on their environment and the food they consume to survive. Caterpillars are classified as a stage in the life cycle of a Butterfly, which is a biological process."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	+D	Sortal	"The term ""Person"" is a complex entity that can be analyzed using the Formal Ontology of Properties methodology. A Person is a human being, and as such, it possesses certain essential characteristics that define its identity and unity. The property of being a Person is rigid, as it is essential to all instances of humans across all possible worlds. Additionally, the property of being a Person carries an identity condition, as it is a necessary and sufficient condition for two individuals to be considered the same person. Furthermore, the property of being a Person supplies its own unique identity condition, as it is not inherited from elsewhere. Finally, the property of being a Person describes a mereological whole, as it is an intrinsic unity that defines the individual. Lastly, the existence of a Person is dependent on various factors, such as physical and social conditions. Therefore, the analysis concludes that the term ""Person"" is a Sortal entity, as it possesses a rigid identity, supplies its own identity condition, and describes a mereological whole."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	"~R (Anti-Rigid)
The property of being a LegalAgent is not essential to all instances, as different entities can be classified as LegalAgents without necessarily being rigid in their identity. For example, a corporation can change its name or structure without losing its status as a LegalAgent."	"~I
The property of being a LegalAgent does not carry an identity condition, as it does not define a unique identity for entities. Instead, it is a category that encompasses various entities with different identities."	"~O
The property of being a LegalAgent does not supply its own identity condition, as it is not a property that defines an entity's own identity. Instead, it is a category that is defined by its relationship to the law and the legal system."	"~U (Anti-Unity)
The property of being a LegalAgent does not describe mereological wholeness, as entities classified as LegalAgents can be composed of multiple parts or have complex structures. For example, a corporation can have multiple shareholders, directors, and employees."	"~D
The property of being a LegalAgent does not imply existential dependence on something else, as entities classified as LegalAgents can exist independently and have their own autonomy."	"Sortal
The term ""LegalAgent"" is a sortal, a category of entities that are defined by their legal status and the rights and responsibilities that come with it."	"The term ""LegalAgent"" is a concept that refers to a legal entity that has the capacity to act in a legal context, such as a person, corporation, or other entity recognized by law. This concept is essential to understanding the legal framework and the roles that entities play within it. The reasoning behind this classification is that LegalAgent is a sortal, a category of entities that are defined by their legal status and the rights and responsibilities that come with it."	
Entity	http://example.org/guarino-messy#Entity	~R (Anti-Rigid)	-I	-O	-U (Non-Unifying)	-D (Independent)	Category	"The entity ""Entity"" is a general term that can be classified under various categories, but its fundamental nature is that of a general concept or a category. It does not carry an identity condition, and its existence is not dependent on any other entity. It is not a unifying concept, as it can be a component of various wholes. However, it can be a category or a sortal, as it can be used to classify other entities."	
Organization	http://example.org/guarino-messy#Organization	~R	-I	-O	-U	+D	Sortal	"The entity ""Organization"" is a complex entity that can be analyzed using the Formal Ontology of Properties methodology. It is a sortal, as it categorizes entities based on their essential characteristics. Organizations are typically composed of multiple individuals (members) and have a specific structure and purpose. This structure and purpose are essential to the identity of the organization, making it a rigid entity. However, the specific characteristics of an organization can vary, making it non-essential to all instances. The entity ""Organization"" does not supply its own identity condition, as its identity is determined by its members and structure. It is not an intrinsic whole, but rather a collection of individuals. Finally, organizations depend on their members and resources to function, making them dependent entities."	
Agent	http://example.org/guarino-messy#Agent	"~R (Anti-Rigid)
The property of being an Agent is not essential to all instances, as some entities may not possess the characteristics of an Agent, such as a rock or a chair. However, for entities that do possess these characteristics, being an Agent is essential to their nature."	"~I
The property of being an Agent does not carry an identity condition that distinguishes one instance from another. For example, two different individuals can both be Agents, yet they are not the same entity."	"~O
The property of being an Agent does not supply its own identity condition. Instead, it inherits its identity from other entities, such as its physical body or its social roles."	"~U (Anti-Unity)
The property of being an Agent does not describe mereological wholeness. Agents are typically considered to be composed of multiple parts, such as their body, mind, and social roles, which are not unified into a single entity."	"~D
The property of being an Agent does not imply existential dependence on something else. Agents can exist independently and make decisions without relying on external factors."	"Sortal
The entity ""Agent"" is classified as a sortal because it is a category of entities that share common characteristics and properties."	"The entity ""Agent"" is a sortal, a category of entities that are characterized by their ability to act, make decisions, and have intentions. This classification is justified by its role in various domains, such as philosophy, psychology, and artificial intelligence. Agents are typically considered to be autonomous, rational, and goal-oriented, which are essential characteristics that distinguish them from other entities."	
Apple	http://example.org/guarino-messy#Apple	~R	+I	+O	+U	-D	Sortal	"The term ""Apple"" is a common noun that refers to a specific type of fruit. It is a concrete object with a clear and distinct identity. The reasoning behind this classification is that ""Apple"" is a sortal, a category of objects that are defined by their essential characteristics, such as shape, size, and taste. The term ""Apple"" is not a role or a mixin, as it does not describe a function or a property that an object can have or exhibit. It is not a phase, as it does not describe a temporary or changing state. Instead, it is a category of objects that are inherently unified and have a clear identity."	
