term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	-O	+U	-D	Sortal (Natural Kind)	"""LivingBeing"" refers to a broad category that includes all entities that are alive. This encompasses a vast range of organisms from bacteria to humans. The property of being a living being is essential to the entities it describes in all possible worlds where they exist, suggesting rigidity (+R). It carries an identity condition based on the criteria of life (+I), such as metabolism, reproduction, and response to stimuli. However, the identity condition is supplied by the more specific sortals (like ""human,"" ""dog,"" ""plant"") rather than by ""LivingBeing"" itself, implying that it does not supply its own identity condition (-O). Living beings are typically considered intrinsic wholes (+U), with their parts functioning together to maintain life. They can exist independently (-D), though they may interact with their environment and other living beings."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	+I	-O	+U	+D	Social Construct	"""SocialEntity"" refers to entities that are recognized and defined by social conventions, laws, or norms, such as organizations, companies, or institutions. These entities are not necessarily bound by rigid essential properties since their existence and characteristics can change over time based on social agreements or legal frameworks. However, they carry an identity condition based on social recognition and norms. Social entities can be considered as wholes with a unified identity but are often dependent on the society or legal system that recognizes them."	
Location	http://example.org/guarino-messy#Location	-R	-I	-O	+U	+D	Mixin	"""Location"" refers to a spatial or situational context where something exists or occurs. It does not inherently carry an identity condition, as the same location can be identified in multiple ways (e.g., by address, geographical coordinates, or descriptive name) and can host various entities or events. Locations are not rigid properties since something can move from one location to another, changing its location while remaining the same entity. Locations themselves do not supply their own identity conditions; instead, their identity is often derived from the entities or features they relate to. Locations are typically considered unifying in the sense that they provide a cohesive spatial context, but they can also be understood as dependent on the entities or spaces they define, as their existence or relevance often depends on something being located there."	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	-O	+U	+D	Sortal	"The term ""Fruit"" refers to the sweet and fleshy part of a plant that develops from the ovary of a flower. It is a category that encompasses various types of fruits, each with its own characteristics. As a sortal, ""Fruit"" carries an identity condition (+I) because being a fruit is essential to the things that are fruits, but it does not supply its own unique identity condition (-O) since the identity of a specific fruit comes from its species, type, etc. Fruits are typically considered intrinsic wholes (+U) as they have a unified structure. However, the existence of a fruit depends on the plant it grows on (+D), indicating dependence. The property of being a fruit is not essential to all instances in all possible worlds (-R) since a fruit can change its state (e.g., from ripe to rotten) or be considered under different categories (e.g., a tomato can be both a fruit and a vegetable depending on the context)."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Vertebrate"" refers to a class of animals characterized by the presence of a vertebral column. This property is essential to all instances in all possible worlds where they exist as vertebrates, suggesting rigidity (+R). Vertebrates carry an identity condition based on their biological characteristics, supplying their own identity condition (+O) because being a vertebrate is fundamental to what an entity is in this context. Vertebrates are intrinsic wholes (+U), composed of various parts that function together as a single organism. They do not intrinsically depend on other entities to exist (-D), although they may interact with their environment."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	+D	Phase	"""Caterpillar"" refers to a specific life stage of certain insects, notably those in the order Lepidoptera, before they undergo metamorphosis into pupae and eventually become butterflies or moths. This term is anti-rigid (~R) because being a caterpillar is not an essential property of the individual insect across all possible worlds; instead, it is a temporary phase in the insect's development. The property of being a caterpillar carries an identity condition (+I) in that there are specific characteristics that define what it means to be a caterpillar, but it does not supply its own unique identity condition (-O) since the individual's identity transcends its current life stage. Caterpillars are typically considered unified wholes (+U), as they function as single organisms. However, their development into subsequent life stages (and thus their existence as the specific entity they are) can be seen as dependent (+D) on both internal biological processes and external environmental factors."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"""Person"" refers to a human being, which is considered a sortal concept because it determines the identity and persistence conditions of its instances. Something is a person in all possible worlds where it exists as such, making it rigid (+R). The property of being a person carries an identity condition (+I) based on psychological and biological criteria. Furthermore, being a person supplies its own global identity condition (+O), as what it means to be the same person over time is defined by this concept. Persons are intrinsic wholes (+U) with a high degree of functional unity. Lastly, persons are independent entities that do not intrinsically depend on other persons to exist (-D), although they may have various forms of dependence on their environment and social structures."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	-R	+I	-O	+U	+D	Role	"""LegalAgent"" refers to an entity that has the capacity to act within a legal framework, which could be a person, organization, or in some cases, artificial entities granted legal personhood. This role is not essential to the entities that possess it, as they can exist without being legal agents (e.g., a person can exist without engaging in legal actions). It carries an identity condition in the sense that there are criteria for what constitutes a legal agent (+I), but it does not supply its own unique identity condition since the identity of a legal agent is derived from the entity it represents or is (-O). A legal agent typically functions as a unified entity within the legal system (+U), and its existence as a legal agent is dependent on the legal framework it operates within (+D)."	
Entity	http://example.org/guarino-messy#Entity	+R	+I	-O	-U	-D	Category	"""Entity"" is a highly general term that refers to anything that exists, including objects, concepts, and relations. Given its broad applicability and lack of specific criteria for being an entity beyond existence, it does not carry a rigid definition that applies universally across all possible worlds. However, being an entity is essential for something to exist in any form, suggesting a form of rigidity. It provides a very general identity condition but does so at a level that is too abstract to supply a specific, unique identity condition for its instances. Entities can be either unifying (when referring to objects or wholes) or non-unifying (when referring to concepts or relations), but the term itself does not dictate unity. Dependence is also variable, as entities can exist independently or depend on other entities for their existence or definition."	
Organization	http://example.org/guarino-messy#Organization	-R	+I	-O	+U	+D	Social Construct	"""Organization"" refers to a social entity formed by a group of people with a common purpose or goal. It is a Non-Rigid (-R) property since being part of an organization is not essential to the individuals involved; they can exist independently of the organization. The property carries an Identity Condition (+I) based on its structure, purpose, and members, but it doesn't supply its own unique identity condition independent of its members and purpose (-O). Organizations are typically considered Unifying (+U) as they consist of interconnected parts working towards a common goal. However, organizations are Dependent (+D) on their members or constituents to exist, as without them, the organization would cease to function or exist."	
Agent	http://example.org/guarino-messy#Agent	-R	+I	-O	+U	-D	Role	"The term ""Agent"" refers to an entity that has the capability to act or perform actions. This designation is not essential to the entity's existence across all possible worlds, as something can be an agent in one context but not in another. For example, a person is always a person, but they may or may not be acting as an agent at a given time. Thus, ""Agent"" exhibits non-rigidity. It carries an identity condition in the sense that being an agent implies certain capacities or roles, but it does not supply its own unique identity condition independent of the entities that can act as agents. Agents are typically considered unified entities when acting, but the term itself does not imply dependence on other entities for its existence."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Apple"" refers to a natural kind, specifically a type of fruit. As a natural kind, it has an essential nature that defines what it is to be an apple, suggesting rigidity. The property of being an apple carries an identity condition - something is an apple based on its biological characteristics and membership in the species Malus domestica. This also means apples supply their own identity condition. Apples are intrinsic wholes, having a unified structure and function as fruits. They do not intrinsically depend on other entities to exist, although they may depend on environmental factors for growth and survival."	
