term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal	"""LivingBeing"" is a broad category that encompasses all entities that possess the quality of being alive. This term is rigid (+R) because being a living being is an essential property that characterizes all members of this category across all possible worlds. Living beings carry their own identity conditions (+I) and supply their own identity criteria (+O) based on biological and functional characteristics. They are typically intrinsic wholes (+U) with a coherent structure and function. Living beings are independent (-D) in that they can exist without necessarily depending on other entities for their existence, although they may have environmental dependencies."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	+I	-O	+U	+D	Role	"""SocialEntity"" refers to entities that are constituted by social interactions, norms, and roles. These entities exist and function within a social context. Being a social entity is not an essential property in all possible worlds, as it is context-dependent and can vary over time. Social entities carry identity conditions based on their social roles and norms, but they do not supply their own unique identity condition; rather, they inherit it from the roles and norms they embody. Social entities are typically unifying wholes, as they are structured and function as coherent units. They are dependent on social contexts and other entities for their existence and function."	
Location	http://example.org/guarino-messy#Location	-R	-I	-O	-U	+D	Role	"""Location"" is a general term that refers to a place or position. It is a property that can be ascribed to various entities and does not carry intrinsic identity on its own but rather depends on the identity of the entities that have a location. The property of being located somewhere is not essential to the entity itself; something can exist without being at a specific location or can change location. Therefore, it is Non-Rigid (-R). It does not supply its own identity condition (-O) as it relies on the identity of the located object. Locations are typically not intrinsic wholes (-U) but can be aggregates of points or regions. They are Dependent (+D) on the entities they locate for their existence."	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	-D	Sortal	"""Fruit"" is a broad sortal term that refers to a category of edible plant products, typically those containing seeds. As a sortal, it is rigid (+R) because it denotes a kind of entity that has essential properties (e.g., being a reproductive structure of a plant). The term ""Fruit"" carries its own identity condition (+I) and supplies its own identity (+O) based on botanical and biological criteria. Fruits are typically unified wholes (+U) as they are complete structures with a functional integrity. Fruits are independent entities (-D) in the sense that they can exist on their own, though they are biologically part of a plant."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Vertebrate"" refers to a biological kind, specifically a class of animals characterized by the presence of a vertebral column. Being a vertebrate is an essential property for all instances in all possible worlds where they exist. This class has a well-defined identity condition based on shared anatomical and genetic features. Each vertebrate is an intrinsic whole, maintaining its unity as a single organism. Vertebrates are independent entities; they do not intrinsically depend on other entities to exist, though they have ecological dependencies."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Phase	"""Caterpillar"" refers to the larval stage of certain insects, primarily butterflies and moths. This term is phase-like because a caterpillar can transform into a different form (e.g., a butterfly or moth) while remaining the same individual. The property of being a caterpillar is not essential to the individual in all possible worlds, as it will change into another form. It carries an identity condition inherited from the broader category of the organism (+I), but it does not supply its own unique identity condition (-O), as the identity is tied to the life cycle of the organism. Caterpillars are intrinsic wholes (+U) and can exist independently (-D), even though they have dependencies on their environment."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"""Person"" refers to a fundamental biological and social category of entities. It is a sortal that provides a clear and essential identity condition: something is a person in all possible worlds where it exists as such. The property of being a person is rigid (+R) because it is essential to all instances. It carries and supplies its own identity condition (+I, +O) based on shared human characteristics, such as having a human body and mind. A person is an intrinsic whole (+U) and can exist independently of other entities (-D)."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	-R	+I	-O	+U	-D	Role	"""LegalAgent"" refers to an entity that has the capacity to act with legal standing and responsibility. Being a legal agent is not an essential property of an individual in all possible worlds; someone can be a person without being a legal agent. This suggests non-rigidity. The term ""LegalAgent"" carries identity based on the legal status of the individual or entity, but it does not supply its own unique identity condition; it inherits identity from the underlying entity (e.g., a person, corporation). Legal agents are typically intrinsic wholes, and while they have legal dependencies (e.g., on laws and legal systems), they are independent in the sense that they can exist without those legal dependencies."	
Entity	http://example.org/guarino-messy#Entity	+R	+I	-O	~U	~D	Category	"""Entity"" is a very general term that refers to any existent thing. It is a foundational concept that applies to all possible individuals, regardless of their specific nature. This generality means that being an entity is essential to all instances in all possible worlds, making it rigid (+R). However, ""Entity"" itself does not carry a specific identity condition (+I) because it does not supply its own identity; it is too broad and generic to provide a unique identity condition (-O). Entities can be either unifying wholes or mereological sums, depending on the specific instance, but the term ""Entity"" itself is neutral regarding unity (~U). Similarly, entities can be either dependent or independent, but ""Entity"" as a term is neutral with respect to dependence (~D)."	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Sortal (Social Entity)	"""Organization"" is a term that refers to a structured group of people or entities with a common purpose. Being an organization is a characteristic that is essential to all instances of organizations in all possible worlds, making it a rigid property (+R). Organizations have their own identity conditions based on their legal, structural, and functional characteristics (+I and +O). Organizations are typically unified wholes, as they are structured and function as coherent entities (+U). However, organizations are dependent on their members and the broader context in which they operate (+D)."	
Agent	http://example.org/guarino-messy#Agent	-R	+I	-O	+U	-D	Category (Role)	"""Agent"" is a term that refers to entities capable of acting or performing actions. Agents can be found across different types of entities, such as persons, organizations, or software. The ability to act is not an essential property that must hold in all possible worlds for something to be an agent, making it Non-Rigid (-R). ""Agent"" carries identity through the entities that instantiate it (e.g., a person or a software agent), but it does not supply its own unique identity condition, so it is -O. Agents are typically unified wholes (+U), and they do not fundamentally depend on other entities for their existence (-D), though they may depend on something to act upon."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Apple"" refers to a specific kind of fruit, which is a biological entity. Being an apple is essential to the entity in all possible worlds where it exists as such, making it a rigid property (+R). Apples have a clear identity condition based on their biological and structural properties, and they supply their own identity condition (+I) and (+O). An apple is a unified whole (+U) as it is a single, coherent object. Apples can exist independently (-D) without needing to be part of or depend on another entity for their existence, though they do have environmental dependencies."	
